doc,metric,word,score
Copy of Kulkarni et al. 2021.pdf,TFIDF,trichosporium,0.07646933666400703
Copy of Kulkarni et al. 2021.pdf,TFIDF,sodium,0.07555951335948666
Copy of Kulkarni et al. 2021.pdf,TFIDF,inhibitor,0.07475057948950589
Copy of Kulkarni et al. 2021.pdf,TFIDF,mg,0.07331498554919123
Copy of Kulkarni et al. 2021.pdf,TFIDF,strain,0.07137138088640656
Copy of Kulkarni et al. 2021.pdf,TFIDF,bagasse,0.07014911446717662
Copy of Kulkarni et al. 2021.pdf,TFIDF,selection,0.06690467764291046
Copy of Kulkarni et al. 2021.pdf,TFIDF,mmol sodium,0.06682751495363505
Copy of Kulkarni et al. 2021.pdf,TFIDF,methane methanol,0.06488701003250806
Copy of Kulkarni et al. 2021.pdf,TFIDF,redox,0.06474764615747164
Copy of Kulkarni et al. 2021.pdf,TFIDF,mmo,0.06372444722000586
Copy of Kulkarni et al. 2021.pdf,TFIDF,psi,0.06313420302045897
Copy of Kulkarni et al. 2021.pdf,TFIDF,sugarcane,0.06313420302045897
Copy of Kulkarni et al. 2021.pdf,TFIDF,bar,0.06296910836979808
Copy of Kulkarni et al. 2021.pdf,TFIDF,bioga,0.06012281428908079
Copy of Kulkarni et al. 2021.pdf,TFIDF,group,0.057096943289013644
Copy of Kulkarni et al. 2021.pdf,TFIDF,pure,0.05648766061132765
Copy of Kulkarni et al. 2021.pdf,TFIDF,rice straw,0.05611929157374129
Copy of Kulkarni et al. 2021.pdf,TFIDF,reaction,0.055114881616568884
Copy of Kulkarni et al. 2021.pdf,Count,methanol,197.0
Copy of Kulkarni et al. 2021.pdf,Count,methane,128.0
Copy of Kulkarni et al. 2021.pdf,Count,production,86.0
Copy of Kulkarni et al. 2021.pdf,Count,methanotroph,81.0
Copy of Kulkarni et al. 2021.pdf,Count,methanol production,77.0
Copy of Kulkarni et al. 2021.pdf,Count,biogas,54.0
Copy of Kulkarni et al. 2021.pdf,Count,formate,46.0
Copy of Kulkarni et al. 2021.pdf,Count,alcaliphilum,39.0
Copy of Kulkarni et al. 2021.pdf,Count,cell,38.0
Copy of Kulkarni et al. 2021.pdf,Count,biotransformation,37.0
Copy of Kulkarni et al. 2021.pdf,Count,activity,35.0
Copy of Kulkarni et al. 2021.pdf,Count,fig,33.0
Copy of Kulkarni et al. 2021.pdf,Count,mg,30.0
Copy of Kulkarni et al. 2021.pdf,Count,trichosporium,30.0
Copy of Kulkarni et al. 2021.pdf,Count,strain,28.0
Copy of Kulkarni et al. 2021.pdf,Count,mmol,27.0
Copy of Kulkarni et al. 2021.pdf,Count,tolerance,27.0
Copy of Kulkarni et al. 2021.pdf,Count,methane methanol,26.0
Copy of Kulkarni et al. 2021.pdf,Count,select,26.0
Copy of Kulkarni et al. 2021.pdf,Count,sodium,26.0
Copy of Kulkarni et al. 2021.pdf,Count,mmo,25.0
Copy of Kulkarni et al. 2021.pdf,Count,reaction,25.0
Copy of Kulkarni et al. 2021.pdf,Count,conversion,24.0
Copy of Kulkarni et al. 2021.pdf,Count,inhibitor,24.0
Copy of Kulkarni et al. 2021.pdf,Count,methanol tolerance,24.0
Copy of Kulkarni et al. 2021.pdf,Count,enzyme,23.0
Copy of Kulkarni et al. 2021.pdf,Count,methanotrophic,23.0
Copy of Kulkarni et al. 2021.pdf,Count,presence,23.0
Copy of Kulkarni et al. 2021.pdf,Count,culture,22.0
Copy of Kulkarni et al. 2021.pdf,Count,produce,22.0
Copy of Kulkarni et al. 2021.pdf,Count,report,22.0
Copy of Kulkarni et al. 2021.pdf,Count,sodium formate,22.0
Copy of Kulkarni et al. 2021.pdf,Count,base,21.0
Copy of Kulkarni et al. 2021.pdf,Count,fermentor,21.0
Copy of Kulkarni et al. 2021.pdf,Count,group,21.0
Copy of Kulkarni et al. 2021.pdf,Count,observe,21.0
Copy of Kulkarni et al. 2021.pdf,Count,oxygen,19.0
Copy of Kulkarni et al. 2021.pdf,Count,pure,19.0
Copy of Kulkarni et al. 2021.pdf,Count,find,18.0
Copy of Kulkarni et al. 2021.pdf,Count,methanica,18.0
Copy of Kumar et al. 2019.pdf,TFIDF,microbial fuel,0.29928489783985573
Copy of Kumar et al. 2019.pdf,TFIDF,fuel cell,0.2709757277229916
Copy of Kumar et al. 2019.pdf,TFIDF,methanol,0.23400863646238051
Copy of Kumar et al. 2019.pdf,TFIDF,iop,0.23126560287625214
Copy of Kumar et al. 2019.pdf,TFIDF,fuel,0.1702617105422919
Copy of Kumar et al. 2019.pdf,TFIDF,methane,0.14108561602831415
Copy of Kumar et al. 2019.pdf,TFIDF,biogas,0.13641845960870677
Copy of Kumar et al. 2019.pdf,TFIDF,cell,0.1340699363568176
Copy of Kumar et al. 2019.pdf,TFIDF,microbial,0.12119212284398496
Copy of Kumar et al. 2019.pdf,TFIDF,chloride,0.1162163881706416
Copy of Kumar et al. 2019.pdf,TFIDF,methanotroph,0.11365979454990793
Copy of Kumar et al. 2019.pdf,TFIDF,iop publishing,0.10883087194176573
Copy of Kumar et al. 2019.pdf,TFIDF,nitrate mineral,0.10773819870091825
Copy of Kumar et al. 2019.pdf,TFIDF,solid state,0.10390115656602882
Copy of Kumar et al. 2019.pdf,TFIDF,conf,0.10062071753869054
Copy of Kumar et al. 2019.pdf,TFIDF,environmental science,0.10062071753869054
Copy of Kumar et al. 2019.pdf,TFIDF,nitrate,0.09802946970616808
Copy of Kumar et al. 2019.pdf,TFIDF,mineral salt,0.09801416360723239
Copy of Kumar et al. 2019.pdf,TFIDF,earth,0.09523108221604676
Copy of Kumar et al. 2019.pdf,TFIDF,solar,0.09522701294904501
Copy of Kumar et al. 2019.pdf,TFIDF,formate,0.09283054741075282
Copy of Kumar et al. 2019.pdf,TFIDF,bioga,0.08968831763666622
Copy of Kumar et al. 2019.pdf,TFIDF,mineral,0.08963598887354689
Copy of Kumar et al. 2019.pdf,TFIDF,conference,0.0890491548262258
Copy of Kumar et al. 2019.pdf,TFIDF,cells,0.08804312784635422
Copy of Kumar et al. 2019.pdf,TFIDF,recent advances,0.08804312784635422
Copy of Kumar et al. 2019.pdf,TFIDF,salt,0.08530685523603276
Copy of Kumar et al. 2019.pdf,TFIDF,anaerobic,0.08444952261491372
Copy of Kumar et al. 2019.pdf,TFIDF,production,0.08280790186744619
Copy of Kumar et al. 2019.pdf,TFIDF,phosphate,0.08183505207593371
Copy of Kumar et al. 2019.pdf,TFIDF,completion,0.0816231539563243
Copy of Kumar et al. 2019.pdf,TFIDF,solid,0.07890122909834967
Copy of Kumar et al. 2019.pdf,TFIDF,isolation,0.07422858089271894
Copy of Kumar et al. 2019.pdf,TFIDF,production methanol,0.07422858089271894
Copy of Kumar et al. 2019.pdf,TFIDF,inhibitor,0.07248105344759655
Copy of Kumar et al. 2019.pdf,TFIDF,quantity,0.07211984374777643
Copy of Kumar et al. 2019.pdf,TFIDF,publishing,0.07175065410933298
Copy of Kumar et al. 2019.pdf,TFIDF,select,0.07145728836646546
Copy of Kumar et al. 2019.pdf,TFIDF,advances,0.07073412537025678
Copy of Kumar et al. 2019.pdf,TFIDF,state anaerobic,0.06516187117872611
Copy of Kumar et al. 2019.pdf,Count,methanol,57.0
Copy of Kumar et al. 2019.pdf,Count,cell,34.0
Copy of Kumar et al. 2019.pdf,Count,fuel,33.0
Copy of Kumar et al. 2019.pdf,Count,methane,33.0
Copy of Kumar et al. 2019.pdf,Count,methanotroph,25.0
Copy of Kumar et al. 2019.pdf,Count,microbial,24.0
Copy of Kumar et al. 2019.pdf,Count,fuel cell,23.0
Copy of Kumar et al. 2019.pdf,Count,microbial fuel,22.0
Copy of Kumar et al. 2019.pdf,Count,biogas,21.0
Copy of Kumar et al. 2019.pdf,Count,production,21.0
Copy of Kumar et al. 2019.pdf,Count,formate,20.0
Copy of Kumar et al. 2019.pdf,Count,nitrate,19.0
Copy of Kumar et al. 2019.pdf,Count,phosphate,18.0
Copy of Kumar et al. 2019.pdf,Count,salt,18.0
Copy of Kumar et al. 2019.pdf,Count,iop,17.0
Copy of Kumar et al. 2019.pdf,Count,mineral,17.0
Copy of Kumar et al. 2019.pdf,Count,mineral salt,17.0
Copy of Kumar et al. 2019.pdf,Count,nitrate mineral,17.0
Copy of Kumar et al. 2019.pdf,Count,solid,14.0
Copy of Kumar et al. 2019.pdf,Count,air,13.0
Copy of Kumar et al. 2019.pdf,Count,anaerobic,13.0
Copy of Kumar et al. 2019.pdf,Count,reactor,13.0
Copy of Kumar et al. 2019.pdf,Count,chloride,12.0
Copy of Kumar et al. 2019.pdf,Count,inhibitor,12.0
Copy of Kumar et al. 2019.pdf,Count,isolation,12.0
Copy of Kumar et al. 2019.pdf,Count,ml,12.0
Copy of Kumar et al. 2019.pdf,Count,production methanol,12.0
Copy of Kumar et al. 2019.pdf,Count,solid state,12.0
Copy of Kumar et al. 2019.pdf,Count,state,12.0
Copy of Kumar et al. 2019.pdf,Count,conversion,11.0
Copy of Kumar et al. 2019.pdf,Count,mdh,11.0
Copy of Kumar et al. 2019.pdf,Count,mg,11.0
Copy of Kumar et al. 2019.pdf,Count,select,11.0
Copy of Kumar et al. 2019.pdf,Count,bioga,10.0
Copy of Kumar et al. 2019.pdf,Count,dehydrogenase,10.0
Copy of Kumar et al. 2019.pdf,Count,energy,10.0
Copy of Kumar et al. 2019.pdf,Count,quantity,10.0
Copy of Kumar et al. 2019.pdf,Count,carbon,9.0
Copy of Kumar et al. 2019.pdf,Count,earth,9.0
Copy of Kumar et al. 2019.pdf,Count,ratio,9.0
Copy of Markowska & Michalkiewicz 2009.pdf,TFIDF,methane,0.38550482162510774
Copy of Markowska & Michalkiewicz 2009.pdf,TFIDF,methanol,0.31853071335647937
Copy of Markowska & Michalkiewicz 2009.pdf,TFIDF,doi,0.21605972456537384
Copy of Markowska & Michalkiewicz 2009.pdf,TFIDF,oxidation,0.18939664037412288
Copy of Markowska & Michalkiewicz 2009.pdf,TFIDF,bacteria,0.18009172774164123
Copy of Markowska & Michalkiewicz 2009.pdf,TFIDF,partial oxidation,0.1633918592579403
Copy of Markowska & Michalkiewicz 2009.pdf,TFIDF,copper,0.1617785435835674
Copy of Markowska & Michalkiewicz 2009.pdf,TFIDF,copy,0.13313125329201383
Copy of Markowska & Michalkiewicz 2009.pdf,TFIDF,michalkiewicz,0.12352791735181622
Copy of Markowska & Michalkiewicz 2009.pdf,TFIDF,nutrient medium,0.11094271107667819
Copy of Markowska & Michalkiewicz 2009.pdf,TFIDF,trichosporium,0.10883983023412881
Copy of Markowska & Michalkiewicz 2009.pdf,TFIDF,methylosinus,0.1065629420049393
Copy of Markowska & Michalkiewicz 2009.pdf,TFIDF,partial,0.10631715231701967
Copy of Markowska & Michalkiewicz 2009.pdf,TFIDF,methane oxidation,0.10045399622707238
Copy of Markowska & Michalkiewicz 2009.pdf,TFIDF,methane methanol,0.09133966457566225
Copy of Markowska & Michalkiewicz 2009.pdf,TFIDF,oxidation methane,0.08863587902388738
Copy of Markowska & Michalkiewicz 2009.pdf,TFIDF,methylosinus trichosporium,0.08810843399905666
Copy of Markowska & Michalkiewicz 2009.pdf,TFIDF,markowska,0.08646954214627134
Copy of Markowska & Michalkiewicz 2009.pdf,TFIDF,day,0.08232830368454662
Copy of Markowska & Michalkiewicz 2009.pdf,TFIDF,author,0.08178491288882579
Copy of Markowska & Michalkiewicz 2009.pdf,TFIDF,copper concentration,0.07775455311805703
Copy of Markowska & Michalkiewicz 2009.pdf,TFIDF,fig,0.07739699380007409
Copy of Markowska & Michalkiewicz 2009.pdf,TFIDF,takeguchi okura,0.07522954389324131
Copy of Markowska & Michalkiewicz 2009.pdf,TFIDF,growth,0.07467217979531465
Copy of Markowska & Michalkiewicz 2009.pdf,TFIDF,oxidize methane,0.07416372791784204
Copy of Markowska & Michalkiewicz 2009.pdf,TFIDF,al,0.07171416816985723
Copy of Markowska & Michalkiewicz 2009.pdf,TFIDF,applied,0.0702308310467912
Copy of Markowska & Michalkiewicz 2009.pdf,TFIDF,oxidation methanol,0.06805497059687697
Copy of Markowska & Michalkiewicz 2009.pdf,TFIDF,ﬁve,0.06656562664600692
Copy of Markowska & Michalkiewicz 2009.pdf,TFIDF,takeguchi,0.0659488643598539
Copy of Markowska & Michalkiewicz 2009.pdf,TFIDF,mineral medium,0.06593712263507549
Copy of Markowska & Michalkiewicz 2009.pdf,TFIDF,mol,0.06459774290599936
Copy of Markowska & Michalkiewicz 2009.pdf,TFIDF,oxygen,0.06459774290599936
Copy of Markowska & Michalkiewicz 2009.pdf,TFIDF,catalysis,0.06450821306195664
Copy of Markowska & Michalkiewicz 2009.pdf,TFIDF,hanson,0.06401769616751816
Copy of Markowska & Michalkiewicz 2009.pdf,TFIDF,nutrient,0.06332946437272817
Copy of Markowska & Michalkiewicz 2009.pdf,TFIDF,et,0.06327720720869755
Copy of Markowska & Michalkiewicz 2009.pdf,TFIDF,et al,0.06327720720869755
Copy of Markowska & Michalkiewicz 2009.pdf,TFIDF,okura,0.06220364249444562
Copy of Markowska & Michalkiewicz 2009.pdf,TFIDF,biomass growth,0.06176395867590811
Copy of Markowska & Michalkiewicz 2009.pdf,Count,methane,86.0
Copy of Markowska & Michalkiewicz 2009.pdf,Count,methanol,74.0
Copy of Markowska & Michalkiewicz 2009.pdf,Count,oxidation,44.0
Copy of Markowska & Michalkiewicz 2009.pdf,Count,bacteria,41.0
Copy of Markowska & Michalkiewicz 2009.pdf,Count,copper,28.0
Copy of Markowska & Michalkiewicz 2009.pdf,Count,doi,27.0
Copy of Markowska & Michalkiewicz 2009.pdf,Count,methylosinus,21.0
Copy of Markowska & Michalkiewicz 2009.pdf,Count,trichosporium,21.0
Copy of Markowska & Michalkiewicz 2009.pdf,Count,author,19.0
Copy of Markowska & Michalkiewicz 2009.pdf,Count,methane methanol,18.0
Copy of Markowska & Michalkiewicz 2009.pdf,Count,al,17.0
Copy of Markowska & Michalkiewicz 2009.pdf,Count,growth,17.0
Copy of Markowska & Michalkiewicz 2009.pdf,Count,methane oxidation,17.0
Copy of Markowska & Michalkiewicz 2009.pdf,Count,methylosinus trichosporium,17.0
Copy of Markowska & Michalkiewicz 2009.pdf,Count,partial,16.0
Copy of Markowska & Michalkiewicz 2009.pdf,Count,et,15.0
Copy of Markowska & Michalkiewicz 2009.pdf,Count,et al,15.0
Copy of Markowska & Michalkiewicz 2009.pdf,Count,oxidation methane,15.0
Copy of Markowska & Michalkiewicz 2009.pdf,Count,fig,14.0
Copy of Markowska & Michalkiewicz 2009.pdf,Count,partial oxidation,14.0
Copy of Markowska & Michalkiewicz 2009.pdf,Count,day,13.0
Copy of Markowska & Michalkiewicz 2009.pdf,Count,mol,13.0
Copy of Markowska & Michalkiewicz 2009.pdf,Count,oxygen,13.0
Copy of Markowska & Michalkiewicz 2009.pdf,Count,copy,12.0
Copy of Markowska & Michalkiewicz 2009.pdf,Count,content,11.0
Copy of Markowska & Michalkiewicz 2009.pdf,Count,culture,11.0
Copy of Markowska & Michalkiewicz 2009.pdf,Count,form,11.0
Copy of Markowska & Michalkiewicz 2009.pdf,Count,monooxygenase,11.0
Copy of Markowska & Michalkiewicz 2009.pdf,Count,oxidize,11.0
Copy of Markowska & Michalkiewicz 2009.pdf,Count,reaction,11.0
Copy of Markowska & Michalkiewicz 2009.pdf,Count,biomass,10.0
Copy of Markowska & Michalkiewicz 2009.pdf,Count,carry,10.0
Copy of Markowska & Michalkiewicz 2009.pdf,Count,cell,10.0
Copy of Markowska & Michalkiewicz 2009.pdf,Count,copper concentration,10.0
Copy of Markowska & Michalkiewicz 2009.pdf,Count,michalkiewicz,10.0
Copy of Markowska & Michalkiewicz 2009.pdf,Count,nutrient,10.0
Copy of Markowska & Michalkiewicz 2009.pdf,Count,nutrient medium,10.0
Copy of Markowska & Michalkiewicz 2009.pdf,Count,reactor,10.0
Copy of Markowska & Michalkiewicz 2009.pdf,Count,catalysis,9.0
Copy of Markowska & Michalkiewicz 2009.pdf,Count,journal,9.0
Copy of Mehta et al. 1991.pdf,TFIDF,cell,0.3543586024934128
Copy of Mehta et al. 1991.pdf,TFIDF,methanol,0.3018542873835606
Copy of Mehta et al. 1991.pdf,TFIDF,pmol,0.2917354722409904
Copy of Mehta et al. 1991.pdf,TFIDF,immobilized,0.15921094137289682
Copy of Mehta et al. 1991.pdf,TFIDF,formate,0.14693675061411127
Copy of Mehta et al. 1991.pdf,TFIDF,rate,0.13969479309548513
Copy of Mehta et al. 1991.pdf,TFIDF,mm,0.132622392869525
Copy of Mehta et al. 1991.pdf,TFIDF,deae,0.12502948810328157
Copy of Mehta et al. 1991.pdf,TFIDF,deae cellulose,0.12502948810328157
Copy of Mehta et al. 1991.pdf,TFIDF,cellulose,0.12382832997479824
Copy of Mehta et al. 1991.pdf,TFIDF,mg cell,0.12382832997479824
Copy of Mehta et al. 1991.pdf,TFIDF,immobilized cell,0.12116887345699523
Copy of Mehta et al. 1991.pdf,TFIDF,methanol accumulation,0.11867703335536992
Copy of Mehta et al. 1991.pdf,TFIDF,methane,0.11351414146284373
Copy of Mehta et al. 1991.pdf,TFIDF,phosphate,0.11142584125560809
Copy of Mehta et al. 1991.pdf,TFIDF,accumulation,0.10095871504705656
Copy of Mehta et al. 1991.pdf,TFIDF,buffer,0.09797709847386209
Copy of Mehta et al. 1991.pdf,TFIDF,reactor,0.09591077929470374
Copy of Mehta et al. 1991.pdf,TFIDF,supply,0.09591077929470374
Copy of Mehta et al. 1991.pdf,TFIDF,continuous,0.09285486771300676
Copy of Mehta et al. 1991.pdf,TFIDF,biosynthesis,0.08831592009556863
Copy of Mehta et al. 1991.pdf,TFIDF,free cell,0.08644383370717468
Copy of Mehta et al. 1991.pdf,TFIDF,activity,0.08466177934405297
Copy of Mehta et al. 1991.pdf,TFIDF,phosphate ion,0.08421867747649531
Copy of Mehta et al. 1991.pdf,TFIDF,methanol biosynthesis,0.08377202354496699
Copy of Mehta et al. 1991.pdf,TFIDF,phosphate buffer,0.0805733815036932
Copy of Mehta et al. 1991.pdf,TFIDF,pulse,0.07956932554269783
Copy of Mehta et al. 1991.pdf,TFIDF,accumulation rate,0.07706487801965536
Copy of Mehta et al. 1991.pdf,TFIDF,continuous reactor,0.07706487801965536
Copy of Mehta et al. 1991.pdf,TFIDF,formate supply,0.07706487801965536
Copy of Mehta et al. 1991.pdf,TFIDF,ion,0.07580170594417132
Copy of Mehta et al. 1991.pdf,TFIDF,mm phosphate,0.07452324337218715
Copy of Mehta et al. 1991.pdf,TFIDF,free,0.07315626090681002
Copy of Mehta et al. 1991.pdf,TFIDF,batch,0.07259563497257109
Copy of Mehta et al. 1991.pdf,TFIDF,mg,0.07259563497257109
Copy of Mehta et al. 1991.pdf,TFIDF,ml,0.06985485628482692
Copy of Mehta et al. 1991.pdf,TFIDF,figure,0.06906289843173703
Copy of Mehta et al. 1991.pdf,TFIDF,mm formate,0.0665428456055297
Copy of Mehta et al. 1991.pdf,TFIDF,formate mm,0.06624288299749968
Copy of Mehta et al. 1991.pdf,TFIDF,dilution rate,0.06483287528038101
Copy of Mehta et al. 1991.pdf,Count,cell,88.0
Copy of Mehta et al. 1991.pdf,Count,methanol,72.0
Copy of Mehta et al. 1991.pdf,Count,rate,34.0
Copy of Mehta et al. 1991.pdf,Count,formate,31.0
Copy of Mehta et al. 1991.pdf,Count,mm,31.0
Copy of Mehta et al. 1991.pdf,Count,methane,26.0
Copy of Mehta et al. 1991.pdf,Count,immobilized,24.0
Copy of Mehta et al. 1991.pdf,Count,phosphate,24.0
Copy of Mehta et al. 1991.pdf,Count,pmol,21.0
Copy of Mehta et al. 1991.pdf,Count,accumulation,20.0
Copy of Mehta et al. 1991.pdf,Count,continuous,20.0
Copy of Mehta et al. 1991.pdf,Count,activity,19.0
Copy of Mehta et al. 1991.pdf,Count,buffer,19.0
Copy of Mehta et al. 1991.pdf,Count,reactor,19.0
Copy of Mehta et al. 1991.pdf,Count,supply,19.0
Copy of Mehta et al. 1991.pdf,Count,methanol accumulation,17.0
Copy of Mehta et al. 1991.pdf,Count,immobilized cell,16.0
Copy of Mehta et al. 1991.pdf,Count,ml,16.0
Copy of Mehta et al. 1991.pdf,Count,batch,15.0
Copy of Mehta et al. 1991.pdf,Count,biosynthesis,15.0
Copy of Mehta et al. 1991.pdf,Count,mg,15.0
Copy of Mehta et al. 1991.pdf,Count,phosphate buffer,14.0
Copy of Mehta et al. 1991.pdf,Count,free,13.0
Copy of Mehta et al. 1991.pdf,Count,cellulose,12.0
Copy of Mehta et al. 1991.pdf,Count,figure,12.0
Copy of Mehta et al. 1991.pdf,Count,ion,12.0
Copy of Mehta et al. 1991.pdf,Count,methanol biosynthesis,12.0
Copy of Mehta et al. 1991.pdf,Count,mg cell,12.0
Copy of Mehta et al. 1991.pdf,Count,oxygen,12.0
Copy of Mehta et al. 1991.pdf,Count,mmo,11.0
Copy of Mehta et al. 1991.pdf,Count,sodium,11.0
Copy of Mehta et al. 1991.pdf,Count,time,11.0
Copy of Mehta et al. 1991.pdf,Count,trichosporium,10.0
Copy of Mehta et al. 1991.pdf,Count,deae,9.0
Copy of Mehta et al. 1991.pdf,Count,deae cellulose,9.0
Copy of Mehta et al. 1991.pdf,Count,experiment,9.0
Copy of Mehta et al. 1991.pdf,Count,indicate,9.0
Copy of Mehta et al. 1991.pdf,Count,mm phosphate,9.0
Copy of Mehta et al. 1991.pdf,Count,ph,9.0
Copy of Mehta et al. 1991.pdf,Count,addition,8.0
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,TFIDF,methane,0.3071080494548599
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,TFIDF,emp,0.1594381171866487
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,TFIDF,methanotroph,0.15752670530823398
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,TFIDF,sc,0.14880890937420546
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,TFIDF,pathway,0.1366430699307857
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,TFIDF,culture collection,0.13220973572452058
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,TFIDF,nov,0.12506140311585523
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,TFIDF,microbiol,0.12355915927893844
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,TFIDF,mxa,0.12223588984309734
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,TFIDF,microbe,0.1162776628568714
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,TFIDF,nz,0.11496498758653963
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,TFIDF,edd,0.10921673820721266
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,TFIDF,genome,0.10298878710180039
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,TFIDF,rump,0.10278651715483549
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,TFIDF,pmmo,0.10208847619783278
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,TFIDF,right microbe,0.10097747421821085
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,TFIDF,select right,0.10097747421821085
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,TFIDF,culture,0.10061402043277619
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,TFIDF,oxidation,0.09540984696211535
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,TFIDF,methane biocatalysis,0.09412119736956284
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,TFIDF,methanotrophic,0.0922107543267711
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,TFIDF,cbb,0.08936488384870747
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,TFIDF,evol microbiol,0.08936488384870747
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,TFIDF,biocatalysis select,0.08503366249954598
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,TFIDF,dsm,0.08503366249954598
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,TFIDF,syst evol,0.084949981889901
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,TFIDF,collection,0.08414735148813961
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,TFIDF,biocatalysis,0.08305547346919386
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,TFIDF,syst,0.08184451945179377
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,TFIDF,evol,0.08112561985970566
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,TFIDF,int syst,0.08112561985970566
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,TFIDF,member,0.08112561985970566
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,TFIDF,anaerobic,0.07960224640469979
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,TFIDF,chapter,0.0777522934792041
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,TFIDF,et,0.07650317738324694
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,TFIDF,al,0.07480310677473033
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,TFIDF,conversion,0.07374956102964281
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,TFIDF,et al,0.07310303616621373
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,TFIDF,na,0.07308881665289059
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,TFIDF,growth,0.07257794710204614
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,Count,methane,170.0
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,Count,methanotroph,82.0
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,Count,microbiol,63.0
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,Count,pathway,60.0
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,Count,culture,58.0
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,Count,oxidation,55.0
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,Count,methanotrophic,48.0
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,Count,et,45.0
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,Count,al,44.0
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,Count,et al,43.0
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,Count,growth,41.0
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,Count,conversion,40.0
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,Count,pmmo,40.0
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,Count,microbe,35.0
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,Count,nov,33.0
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,Count,bacteria,31.0
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,Count,genome,31.0
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,Count,carbon,30.0
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,Count,emp,30.0
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,Count,methane oxidation,30.0
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,Count,rump,30.0
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,Count,sp,30.0
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,Count,anaerobic,29.0
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,Count,group,29.0
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,Count,sc,28.0
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,Count,strain,27.0
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,Count,cycle,26.0
Copy of Methane Biocatalysis - Selecting the Right Microbe.pdf,Count,enzyme,26.0
